1   66

0.00812653361666 0.00812653361666 0.00812653361666 28.0855
0.0210830787124 0.0210830787124 -0.00066701637041 28.0855
0.0210830787124 -0.00066701637041 0.0210830787124 28.0855
-0.00066701637041 0.0210830787124 0.0210830787124 28.0855
0.00141399467774 0.00141399467774 0.00141399467774 28.0855
0.0116588308611 0.0116588308611 -0.006037290228 28.0855
0.0116588308611 -0.006037290228 0.0116588308611 28.0855
-0.006037290228 0.0116588308611 0.0116588308611 28.0855
0.0208132809712 0.0208132809712 0.0331290263665 28.0855
0.0191138328927 0.0191138328927 0.0263273748014 28.0855
0.0346148381024 0.0161306535325 0.0411822123437 28.0855
0.0161306535325 0.0346148381024 0.0411822123437 28.0855
0.0155882155421 0.0155882155421 0.0338436438134 28.0855
0.0173234464233 0.0173234464233 0.0232552796041 28.0855
0.0312989541122 0.00519190647985 0.0317820274161 28.0855
0.00519190647985 0.0312989541122 0.0317820274161 28.0855
0.0208132809712 0.0331290263665 0.0208132809712 28.0855
0.0346148381024 0.0411822123437 0.0161306535325 28.0855
0.0191138328927 0.0263273748014 0.0191138328927 28.0855
0.0161306535325 0.0411822123437 0.0346148381024 28.0855
0.0155882155421 0.0338436438134 0.0155882155421 28.0855
0.0312989541122 0.0317820274161 0.00519190647985 28.0855
0.0173234464233 0.0232552796041 0.0173234464233 28.0855
0.00519190647985 0.0317820274161 0.0312989541122 28.0855
0.0135273972335 0.0376485813071 0.0376485813071 28.0855
0.0539259738493 0.0277491098471 0.0599631875483 28.0855
0.0539259738493 0.0599631875483 0.0277491098471 28.0855
0.0309619091911 0.051315348895 0.051315348895 28.0855
-0.00257369421565 0.0315910655413 0.0315910655413 28.0855
0.0336788658105 0.0419080139664 0.0387353049181 28.0855
0.0336788658105 0.0387353049181 0.0419080139664 28.0855
0.0164202941662 0.050463482042 0.050463482042 28.0855
0.0331290263665 0.0208132809712 0.0208132809712 28.0855
0.0411822123437 0.0346148381024 0.0161306535325 28.0855
0.0411822123437 0.0161306535325 0.0346148381024 28.0855
0.0263273748014 0.0191138328927 0.0191138328927 28.0855
0.0338436438134 0.0155882155421 0.0155882155421 28.0855
0.0317820274161 0.0312989541122 0.00519190647985 28.0855
0.0317820274161 0.00519190647985 0.0312989541122 28.0855
0.0232552796041 0.0173234464233 0.0173234464233 28.0855
0.0376485813071 0.0135273972335 0.0376485813071 28.0855
0.0277491098471 0.0539259738493 0.0599631875483 28.0855
0.051315348895 0.0309619091911 0.051315348895 28.0855
0.0599631875483 0.0539259738493 0.0277491098471 28.0855
0.0315910655413 -0.00257369421565 0.0315910655413 28.0855
0.0419080139664 0.0336788658105 0.0387353049181 28.0855
0.050463482042 0.0164202941662 0.050463482042 28.0855
0.0387353049181 0.0336788658105 0.0419080139664 28.0855
0.0376485813071 0.0376485813071 0.0135273972335 28.0855
0.051315348895 0.051315348895 0.0309619091911 28.0855
0.0277491098471 0.0599631875483 0.0539259738493 28.0855
0.0599631875483 0.0277491098471 0.0539259738493 28.0855
0.0315910655413 0.0315910655413 -0.00257369421565 28.0855
0.050463482042 0.050463482042 0.0164202941662 28.0855
0.0419080139664 0.0387353049181 0.0336788658105 28.0855
0.0387353049181 0.0419080139664 0.0336788658105 28.0855
-0.11770850822 -0.11770850822 -0.11770850822 28.0855
0.0629781483346 0.0629781483346 0.0377794569356 28.0855
0.0629781483346 0.0377794569356 0.0629781483346 28.0855
0.0377794569356 0.0629781483346 0.0629781483346 28.0855
0.0393026585846 0.0393026585846 0.10991683298 28.0855
0.0393026585846 0.10991683298 0.0393026585846 28.0855
0.10991683298 0.0393026585846 0.0393026585846 28.0855
0.0244932683723 0.0244932683723 0.0344622610185 1.00794
0.0244932683723 0.0344622610185 0.0244932683723 1.00794
0.0344622610185 0.0244932683723 0.0244932683723 1.00794

     q = (    0.000000000   0.000000000   0.000000000 ) 

   67.305330 THz   422.891858 2PiTHz 2245.064066 cm-1   278.352568 meV
             X         Y         Z           dx          dy          dz
      0.006396 10.919423  0.006396    -0.000002    0.000003   -0.000001  
      2.723720  2.727074  0.005112     0.000053   -0.000094   -0.000019  
      2.745393 10.906272  2.745393     0.000066    0.000059    0.000066  
      0.005112  2.727074  2.723720    -0.000018   -0.000094    0.000054  
      1.378417  1.353864  1.378417    -0.000077   -0.000024   -0.000074  
      4.111524  4.070646  1.361216     0.000088   -0.000024   -0.000105  
      4.101798  1.358199  4.101798     0.000055   -0.000113    0.000055  
      1.361216  4.070646  4.111524    -0.000107   -0.000022    0.000090  
     10.915608  0.010210  5.456032    -0.000075    0.000077   -0.000287  
      2.699058  2.681211  5.468265    -0.000452   -0.000391    0.000029  
      2.723720 10.920707  8.198745     0.000056    0.000018    0.000094  
     10.920742  2.730154  8.195665    -0.000074   -0.000008    0.000008  
      1.339243  1.347033  6.835063    -0.000148   -0.000169   -0.000117  
      3.966465  4.010667  6.915152    -0.047900   -0.058113    0.058082  
      4.080528  1.374275  9.551544     0.000722   -0.000221    0.000220  
      1.339243  4.090756  9.578786    -0.000149    0.000117    0.000168  
     10.915608  5.469786 10.915608    -0.000073    0.000296   -0.000076  
      2.745393  8.180426  0.019546     0.000066   -0.000066   -0.000059  
      2.714248  5.406842  2.714248    -0.000042    0.000320   -0.000045  
      0.019546  8.180426  2.745393    -0.000059   -0.000065    0.000066  
      1.366232  6.819313  1.366232    -0.000004   -0.000455   -0.000005  
      4.106506  9.559587  1.366232     0.000453    0.000006   -0.000005  
      3.791123  7.134696  3.791123     0.000180   -0.000188    0.000184  
      1.366232  9.559587  4.106506    -0.000006    0.000006    0.000452  
      0.006769  5.457979  5.467840     0.000050   -0.000027    0.000024  
      2.714248  8.211570  5.518977    -0.000040    0.000044   -0.000315  
      2.699058  5.457554  8.244608    -0.000453   -0.000030    0.000394  
      0.005112  8.202099  8.198745    -0.000016   -0.000051    0.000098  
      1.361216  6.814295  6.855173    -0.000105   -0.000086    0.000025  
      4.111524  9.564603  6.855173     0.000088    0.000103    0.000023  
      4.101798  6.824021  9.567620     0.000052   -0.000052    0.000113  
      1.378417  9.547401  9.571955    -0.000078    0.000075    0.000024  
      5.456032  0.010210 10.915608    -0.000287    0.000079   -0.000074  
      8.195665  2.730154 10.920742     0.000012   -0.000009   -0.000075  
      8.198745 10.920707  2.723720     0.000094    0.000018    0.000052  
      5.468265  2.681211  2.699058     0.000029   -0.000391   -0.000453  
      6.835063  1.347033  1.339243    -0.000116   -0.000168   -0.000151  
      9.578786  4.090756  1.339243     0.000167    0.000121   -0.000152  
      9.551544  1.374275  4.080528     0.000218   -0.000220    0.000713  
      6.915152  4.010667  3.966465     0.058378   -0.058376   -0.048144  
      5.467840 10.919050  5.467840     0.000015   -0.000047    0.000023  
      8.201063  2.724756  5.464199     0.000330   -0.000328   -0.001092  
      8.195665  0.005077  8.195665     0.000009    0.000074    0.000010  
      5.464199  2.724756  8.201063    -0.001086   -0.000327    0.000330  
      6.827036  1.369619  6.827036    -0.000062   -0.000059   -0.000062  
      9.556200  4.098783  6.827036     0.000057    0.000060   -0.000061  
      9.559621  1.366198  9.559621     0.000101   -0.000102    0.000104  
      6.827036  4.098783  9.556200    -0.000063    0.000062    0.000058  
      5.467840  5.457979  0.006769     0.000022   -0.000024    0.000047  
      8.198745  8.202099  0.005112     0.000100   -0.000053   -0.000017  
      8.244608  5.457554  2.699058     0.000403   -0.000037   -0.000460  
      5.518977  8.211570  2.714248    -0.000313    0.000045   -0.000044  
      6.855173  6.814295  1.361216     0.000026   -0.000085   -0.000108  
      9.571955  9.547401  1.378417     0.000026    0.000075   -0.000076  
      9.567620  6.824021  4.101798     0.000113   -0.000053    0.000052  
      6.855173  9.564603  4.111524     0.000025    0.000104    0.000087  
      8.244608  8.226761  5.468265     0.000406    0.000462    0.000043  
      8.201063  5.461620  8.201063     0.000334    0.001107    0.000334  
      5.468265  8.226761  8.244608     0.000045    0.000466    0.000403  
